locus_tag,GOs
XNR_RS00535,organic substance metabolic process
XNR_RS00535,nucleic acid metabolic process
XNR_RS00535,deaminated base DNA N-glycosylase activity
XNR_RS00535,"base-excision repair, AP site formation via deaminated base removal"
XNR_RS00535,"catalytic activity, acting on DNA"
XNR_RS00535,organic cyclic compound metabolic process
XNR_RS00540,
XNR_RS00545,
XNR_RS00550,
XNR_RS00555,
XNR_RS00560,molecular_function
XNR_RS00560,catalytic activity
XNR_RS00560,transporter activity
XNR_RS00560,P-type calcium transporter activity
XNR_RS00560,cellular_component
XNR_RS00560,cell wall
XNR_RS00560,intracellular anatomical structure
XNR_RS00560,obsolete cell
XNR_RS00560,cytoplasm
XNR_RS00560,cytosol
XNR_RS00560,plasma membrane
XNR_RS00560,plasma membrane
XNR_RS00560,transport
XNR_RS00560,monoatomic ion transport
XNR_RS00560,monoatomic cation transport
XNR_RS00560,calcium ion transport
XNR_RS00560,biological_process
XNR_RS00560,monoatomic cation transmembrane transporter activity
XNR_RS00560,monoatomic ion transmembrane transporter activity
XNR_RS00560,calcium ion transmembrane transporter activity
XNR_RS00560,inorganic molecular entity transmembrane transporter activity
XNR_RS00560,primary active transmembrane transporter activity
XNR_RS00560,ATPase-coupled transmembrane transporter activity
XNR_RS00560,P-type ion transporter activity
XNR_RS00560,membrane
XNR_RS00560,membrane
XNR_RS00560,pyrophosphatase activity
XNR_RS00560,hydrolase activity
XNR_RS00560,"hydrolase activity, acting on acid anhydrides"
XNR_RS00560,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
XNR_RS00560,ATP hydrolysis activity
XNR_RS00560,ribonucleoside triphosphate phosphatase activity
XNR_RS00560,ATPase-coupled monoatomic cation transmembrane transporter activity
XNR_RS00560,active transmembrane transporter activity
XNR_RS00560,active monoatomic ion transmembrane transporter activity
XNR_RS00560,transmembrane transporter activity
XNR_RS00560,inorganic cation transmembrane transporter activity
XNR_RS00560,metal ion transport
XNR_RS00560,external encapsulating structure
XNR_RS00560,obsolete intrinsic component of membrane
XNR_RS00560,obsolete intrinsic component of plasma membrane
XNR_RS00560,monoatomic ion transmembrane transport
XNR_RS00560,ATP hydrolysis activity
XNR_RS00560,ATPase-coupled ion transmembrane transporter activity
XNR_RS00560,ATPase-coupled transmembrane transporter activity
XNR_RS00560,organelle
XNR_RS00560,membrane-bounded organelle
XNR_RS00560,intracellular organelle
XNR_RS00560,intracellular membrane-bounded organelle
XNR_RS00560,ATPase-coupled transmembrane transporter activity
XNR_RS00560,obsolete intracellular part
XNR_RS00560,obsolete membrane part
XNR_RS00560,obsolete cytoplasmic part
XNR_RS00560,obsolete plasma membrane part
XNR_RS00560,obsolete cell part
XNR_RS00560,metal ion transmembrane transporter activity
XNR_RS00560,localization
XNR_RS00560,establishment of localization
XNR_RS00560,transmembrane transport
XNR_RS00560,calcium ion transmembrane transport
XNR_RS00560,metal ion transport
XNR_RS00560,cell periphery
XNR_RS00560,inorganic cation transmembrane transport
XNR_RS00560,transmembrane transport
XNR_RS00560,monoatomic cation transmembrane transport
XNR_RS00560,inorganic ion transmembrane transport
XNR_RS00560,inorganic cation transmembrane transport
XNR_RS00560,monoatomic ion transmembrane transport
XNR_RS00560,monoatomic cation transmembrane transport
XNR_RS00565,
XNR_RS00570,
XNR_RS00575,
XNR_RS00580,
XNR_RS00585,molecular_function
XNR_RS00585,catalytic activity
XNR_RS00585,cellular_component
XNR_RS00585,intracellular anatomical structure
XNR_RS00585,obsolete cell
XNR_RS00585,cytoplasm
XNR_RS00585,cytosol
XNR_RS00585,nucleobase-containing compound metabolic process
XNR_RS00585,purine nucleotide metabolic process
XNR_RS00585,cellular aromatic compound metabolic process
XNR_RS00585,obsolete coenzyme metabolic process
XNR_RS00585,nucleoside phosphate metabolic process
XNR_RS00585,Mo-molybdopterin cofactor biosynthetic process
XNR_RS00585,phosphorus metabolic process
XNR_RS00585,phosphate-containing compound metabolic process
XNR_RS00585,nitrogen compound metabolic process
XNR_RS00585,biological_process
XNR_RS00585,metabolic process
XNR_RS00585,biosynthetic process
XNR_RS00585,obsolete coenzyme biosynthetic process
XNR_RS00585,nucleoside metabolic process
XNR_RS00585,nucleotide metabolic process
XNR_RS00585,ribonucleoside metabolic process
XNR_RS00585,nucleoside triphosphate metabolic process
XNR_RS00585,purine nucleoside triphosphate metabolic process
XNR_RS00585,purine ribonucleotide metabolic process
XNR_RS00585,ribonucleoside triphosphate metabolic process
XNR_RS00585,purine ribonucleoside triphosphate metabolic process
XNR_RS00585,ribonucleotide metabolic process
XNR_RS00585,cellular process
XNR_RS00585,transferase activity
XNR_RS00585,"transferase activity, transferring sulphur-containing groups"
XNR_RS00585,sulfurtransferase activity
XNR_RS00585,heterocycle biosynthetic process
XNR_RS00585,protein metabolic process
XNR_RS00585,organophosphate metabolic process
XNR_RS00585,ribose phosphate metabolic process
XNR_RS00585,Mo-molybdopterin cofactor metabolic process
XNR_RS00585,molybdopterin synthase activity
XNR_RS00585,molybdopterin cofactor biosynthetic process
XNR_RS00585,cellular nitrogen compound metabolic process
XNR_RS00585,purine nucleoside metabolic process
XNR_RS00585,macromolecule metabolic process
XNR_RS00585,molybdopterin cofactor metabolic process
XNR_RS00585,cellular metabolic process
XNR_RS00585,primary metabolic process
XNR_RS00585,cellular biosynthetic process
XNR_RS00585,obsolete cellular macromolecule metabolic process
XNR_RS00585,protein metabolic process
XNR_RS00585,small molecule metabolic process
XNR_RS00585,obsolete intracellular part
XNR_RS00585,obsolete cytoplasmic part
XNR_RS00585,obsolete cell part
XNR_RS00585,GTP metabolic process
XNR_RS00585,purine ribonucleoside metabolic process
XNR_RS00585,heterocycle metabolic process
XNR_RS00585,obsolete cofactor metabolic process
XNR_RS00585,obsolete cofactor biosynthetic process
XNR_RS00585,prosthetic group metabolic process
XNR_RS00585,nucleobase-containing small molecule metabolic process
XNR_RS00585,organic substance metabolic process
XNR_RS00585,purine-containing compound metabolic process
XNR_RS00585,organophosphate biosynthetic process
XNR_RS00585,guanosine-containing compound metabolic process
XNR_RS00585,carbohydrate derivative metabolic process
XNR_RS00585,organic cyclic compound metabolic process
XNR_RS00585,organic cyclic compound biosynthetic process
XNR_RS00585,organonitrogen compound metabolic process
XNR_RS00585,organonitrogen compound biosynthetic process
XNR_RS00585,organic substance biosynthetic process
XNR_RS00585,glycosyl compound metabolic process
XNR_RS00590,
XNR_RS00595,
XNR_RS00600,
XNR_RS00605,
XNR_RS00610,
XNR_RS00615,
XNR_RS00620,
XNR_RS00625,
XNR_RS00630,
XNR_RS00635,
XNR_RS00640,
XNR_RS00645,
XNR_RS00650,
XNR_RS00655,
XNR_RS00660,
XNR_RS00665,
XNR_RS00670,
XNR_RS00675,
XNR_RS00680,
XNR_RS00685,
XNR_RS00690,
XNR_RS00695,
XNR_RS00700,
XNR_RS00705,response to hypoxia
XNR_RS00705,organic acid metabolic process
XNR_RS00705,regulation of DNA-templated transcription
XNR_RS00705,lipid metabolic process
XNR_RS00705,fatty acid metabolic process
XNR_RS00705,response to stress
XNR_RS00705,biological_process
XNR_RS00705,metabolic process
XNR_RS00705,response to external stimulus
XNR_RS00705,response to biotic stimulus
XNR_RS00705,response to abiotic stimulus
XNR_RS00705,regulation of biosynthetic process
XNR_RS00705,cellular process
XNR_RS00705,regulation of gene expression
XNR_RS00705,regulation of macromolecule biosynthetic process
XNR_RS00705,antibiotic metabolic process
XNR_RS00705,xenobiotic metabolic process
XNR_RS00705,regulation of nucleobase-containing compound metabolic process
XNR_RS00705,regulation of metabolic process
XNR_RS00705,propionate metabolic process
XNR_RS00705,"propionate metabolic process, methylcitrate cycle"
XNR_RS00705,carboxylic acid metabolic process
XNR_RS00705,regulation of cellular metabolic process
XNR_RS00705,regulation of cellular biosynthetic process
XNR_RS00705,monocarboxylic acid metabolic process
XNR_RS00705,response to decreased oxygen levels
XNR_RS00705,response to external biotic stimulus
XNR_RS00705,oxoacid metabolic process
XNR_RS00705,cellular metabolic process
XNR_RS00705,primary metabolic process
XNR_RS00705,cellular lipid metabolic process
XNR_RS00705,small molecule metabolic process
XNR_RS00705,biological process involved in symbiotic interaction
XNR_RS00705,biological process involved in interspecies interaction between organisms
XNR_RS00705,short-chain fatty acid metabolic process
XNR_RS00705,regulation of biological process
XNR_RS00705,regulation of cellular process
XNR_RS00705,response to stimulus
XNR_RS00705,regulation of nitrogen compound metabolic process
XNR_RS00705,regulation of RNA metabolic process
XNR_RS00705,biological process involved in interaction with host
XNR_RS00705,obsolete multi-organism process
XNR_RS00705,response to other organism
XNR_RS00705,response to defenses of other organism
XNR_RS00705,response to host defenses
XNR_RS00705,response to host immune response
XNR_RS00705,response to host immune response
XNR_RS00705,regulation of macromolecule metabolic process
XNR_RS00705,biological regulation
XNR_RS00705,response to oxygen levels
XNR_RS00705,organic substance metabolic process
XNR_RS00705,response to host
XNR_RS00705,regulation of primary metabolic process
XNR_RS00705,obsolete regulation of nucleic acid-templated transcription
XNR_RS00705,obsolete regulation of cellular macromolecule biosynthetic process
XNR_RS00705,regulation of RNA biosynthetic process
XNR_RS00710,molecular_function
XNR_RS00710,catalytic activity
XNR_RS00710,cellular_component
XNR_RS00710,cell wall
XNR_RS00710,intracellular anatomical structure
XNR_RS00710,obsolete cell
XNR_RS00710,cytoplasm
XNR_RS00710,cytosol
XNR_RS00710,organic acid metabolic process
XNR_RS00710,lipid metabolic process
XNR_RS00710,fatty acid metabolic process
XNR_RS00710,biological_process
XNR_RS00710,metabolic process
XNR_RS00710,catabolic process
XNR_RS00710,fatty acid catabolic process
XNR_RS00710,response to pH
XNR_RS00710,response to abiotic stimulus
XNR_RS00710,cellular process
XNR_RS00710,response to acidic pH
XNR_RS00710,lipid catabolic process
XNR_RS00710,organic acid catabolic process
XNR_RS00710,lyase activity
XNR_RS00710,carbon-oxygen lyase activity
XNR_RS00710,hydro-lyase activity
XNR_RS00710,antibiotic metabolic process
XNR_RS00710,antibiotic catabolic process
XNR_RS00710,xenobiotic metabolic process
XNR_RS00710,propionate metabolic process
XNR_RS00710,propionate catabolic process
XNR_RS00710,short-chain fatty acid catabolic process
XNR_RS00710,"propionate catabolic process, 2-methylcitrate cycle"
XNR_RS00710,"propionate metabolic process, methylcitrate cycle"
XNR_RS00710,carboxylic acid metabolic process
XNR_RS00710,external encapsulating structure
XNR_RS00710,monocarboxylic acid metabolic process
XNR_RS00710,xenobiotic catabolic process
XNR_RS00710,oxoacid metabolic process
XNR_RS00710,cellular metabolic process
XNR_RS00710,primary metabolic process
XNR_RS00710,cellular lipid catabolic process
XNR_RS00710,cellular catabolic process
XNR_RS00710,cellular lipid metabolic process
XNR_RS00710,small molecule metabolic process
XNR_RS00710,small molecule catabolic process
XNR_RS00710,obsolete intracellular part
XNR_RS00710,obsolete cytoplasmic part
XNR_RS00710,obsolete cell part
XNR_RS00710,carboxylic acid catabolic process
XNR_RS00710,short-chain fatty acid metabolic process
XNR_RS00710,2-methylcitrate dehydratase activity
XNR_RS00710,response to stimulus
XNR_RS00710,organic substance metabolic process
XNR_RS00710,cell periphery
XNR_RS00710,monocarboxylic acid catabolic process
XNR_RS00710,organic substance catabolic process
XNR_RS00715,
XNR_RS00720,
XNR_RS00725,molecular_function
XNR_RS00725,catalytic activity
XNR_RS00725,enoyl-CoA hydratase activity
XNR_RS00725,cellular_component
XNR_RS00725,cell wall
XNR_RS00725,obsolete cell
XNR_RS00725,plasma membrane
XNR_RS00725,organic acid metabolic process
XNR_RS00725,lipid metabolic process
XNR_RS00725,fatty acid metabolic process
XNR_RS00725,fatty acid beta-oxidation
XNR_RS00725,biological_process
XNR_RS00725,metabolic process
XNR_RS00725,catabolic process
XNR_RS00725,fatty acid catabolic process
XNR_RS00725,cellular process
XNR_RS00725,membrane
XNR_RS00725,lipid catabolic process
XNR_RS00725,organic acid catabolic process
XNR_RS00725,lyase activity
XNR_RS00725,carbon-oxygen lyase activity
XNR_RS00725,hydro-lyase activity
XNR_RS00725,fatty acid oxidation
XNR_RS00725,carboxylic acid metabolic process
XNR_RS00725,lipid modification
XNR_RS00725,external encapsulating structure
XNR_RS00725,monocarboxylic acid metabolic process
XNR_RS00725,lipid oxidation
XNR_RS00725,oxoacid metabolic process
XNR_RS00725,cellular metabolic process
XNR_RS00725,primary metabolic process
XNR_RS00725,cellular lipid catabolic process
XNR_RS00725,cellular catabolic process
XNR_RS00725,cellular lipid metabolic process
XNR_RS00725,small molecule metabolic process
XNR_RS00725,small molecule catabolic process
XNR_RS00725,obsolete cell part
XNR_RS00725,carboxylic acid catabolic process
XNR_RS00725,obsolete oxidation-reduction process
XNR_RS00725,organic substance metabolic process
XNR_RS00725,cell periphery
XNR_RS00725,monocarboxylic acid catabolic process
XNR_RS00725,organic substance catabolic process
XNR_RS00730,
XNR_RS00735,
XNR_RS00740,
XNR_RS00745,nucleotide binding
XNR_RS00745,molecular_function
XNR_RS00745,catalytic activity
XNR_RS00745,aldehyde dehydrogenase (NAD+) activity
XNR_RS00745,aldehyde dehydrogenase [NAD(P)+] activity
XNR_RS00745,binding
XNR_RS00745,cellular_component
XNR_RS00745,intracellular anatomical structure
XNR_RS00745,obsolete cell
XNR_RS00745,cytoplasm
XNR_RS00745,mitochondrion
XNR_RS00745,mitochondrial matrix
XNR_RS00745,carbohydrate metabolic process
XNR_RS00745,alcohol metabolic process
XNR_RS00745,ethanol metabolic process
XNR_RS00745,ethanol oxidation
XNR_RS00745,generation of precursor metabolites and energy
XNR_RS00745,biological_process
XNR_RS00745,metabolic process
XNR_RS00745,electron transfer activity
XNR_RS00745,cellular process
XNR_RS00745,oxidoreductase activity
XNR_RS00745,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
XNR_RS00745,"oxidoreductase activity, acting on the aldehyde or oxo group of donors"
XNR_RS00745,antibiotic metabolic process
XNR_RS00745,xenobiotic metabolic process
XNR_RS00745,electron transport chain
XNR_RS00745,membrane-enclosed lumen
XNR_RS00745,primary alcohol metabolic process
XNR_RS00745,small molecule binding
XNR_RS00745,organelle
XNR_RS00745,membrane-bounded organelle
XNR_RS00745,intracellular organelle
XNR_RS00745,intracellular membrane-bounded organelle
XNR_RS00745,organelle lumen
XNR_RS00745,cellular metabolic process
XNR_RS00745,primary metabolic process
XNR_RS00745,small molecule metabolic process
XNR_RS00745,obsolete organelle part
XNR_RS00745,obsolete intracellular part
XNR_RS00745,obsolete mitochondrial part
XNR_RS00745,obsolete cytoplasmic part
XNR_RS00745,obsolete intracellular organelle part
XNR_RS00745,obsolete cell part
XNR_RS00745,obsolete cofactor binding
XNR_RS00745,obsolete coenzyme binding
XNR_RS00745,NAD binding
XNR_RS00745,obsolete oxidation-reduction process
XNR_RS00745,intracellular organelle lumen
XNR_RS00745,organic substance metabolic process
XNR_RS00745,organic cyclic compound binding
XNR_RS00745,nucleoside phosphate binding
XNR_RS00745,heterocyclic compound binding
XNR_RS00745,organic hydroxy compound metabolic process
XNR_RS00750,
XNR_RS00755,
XNR_RS00760,
XNR_RS00765,
XNR_RS00770,
XNR_RS00775,
XNR_RS00780,
XNR_RS00785,
XNR_RS00790,
XNR_RS00795,cellular_component
XNR_RS00795,cell wall
XNR_RS00795,obsolete cell
XNR_RS00795,external encapsulating structure
XNR_RS00795,obsolete cell part
XNR_RS00795,cell periphery
XNR_RS00800,
XNR_RS00805,
XNR_RS00810,
XNR_RS00815,
XNR_RS00820,
XNR_RS00825,
XNR_RS00830,
XNR_RS00835,
XNR_RS00840,
XNR_RS00845,
XNR_RS00850,
XNR_RS00855,
XNR_RS00860,
XNR_RS00865,
XNR_RS00870,
XNR_RS00875,
XNR_RS00880,
XNR_RS00885,
XNR_RS00890,
XNR_RS00895,
XNR_RS00900,
XNR_RS00905,
XNR_RS00910,
XNR_RS00915,
XNR_RS00920,
XNR_RS00925,
XNR_RS00930,
XNR_RS00935,
XNR_RS00940,
XNR_RS00950,molecular_function
XNR_RS00950,catalytic activity
XNR_RS00950,cellular_component
XNR_RS00950,intracellular anatomical structure
XNR_RS00950,obsolete cell
XNR_RS00950,cytoplasm
XNR_RS00950,carbohydrate metabolic process
XNR_RS00950,monosaccharide metabolic process
XNR_RS00950,biological_process
XNR_RS00950,metabolic process
XNR_RS00950,xylose isomerase activity
XNR_RS00950,catabolic process
XNR_RS00950,carbohydrate catabolic process
XNR_RS00950,isomerase activity
XNR_RS00950,intramolecular oxidoreductase activity
XNR_RS00950,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses"
XNR_RS00950,pentose metabolic process
XNR_RS00950,pentose catabolic process
XNR_RS00950,D-xylose metabolic process
XNR_RS00950,D-xylose catabolic process
XNR_RS00950,primary metabolic process
XNR_RS00950,small molecule metabolic process
XNR_RS00950,small molecule catabolic process
XNR_RS00950,obsolete intracellular part
XNR_RS00950,obsolete cell part
XNR_RS00950,monosaccharide catabolic process
XNR_RS00950,organic substance metabolic process
XNR_RS00950,organic substance catabolic process
XNR_RS00955,
XNR_RS00960,
XNR_RS00965,
XNR_RS00970,
XNR_RS00975,
XNR_RS00980,
XNR_RS00985,
XNR_RS00990,
XNR_RS00995,
XNR_RS01000,
XNR_RS01005,
XNR_RS01010,
XNR_RS01015,
XNR_RS01020,
XNR_RS01025,
XNR_RS01035,
XNR_RS01040,
XNR_RS01045,molecular_function
XNR_RS01045,transporter activity
XNR_RS01045,cellular_component
XNR_RS01045,obsolete cell
XNR_RS01045,plasma membrane
XNR_RS01045,plasma membrane
XNR_RS01045,transport
XNR_RS01045,biological_process
XNR_RS01045,membrane
XNR_RS01045,membrane
XNR_RS01045,transmembrane transporter activity
XNR_RS01045,obsolete intrinsic component of membrane
XNR_RS01045,obsolete intrinsic component of plasma membrane
XNR_RS01045,obsolete membrane part
XNR_RS01045,obsolete plasma membrane part
XNR_RS01045,obsolete cell part
XNR_RS01045,localization
XNR_RS01045,establishment of localization
XNR_RS01045,transmembrane transport
XNR_RS01045,cell periphery
XNR_RS01050,
XNR_RS01055,
XNR_RS01060,
XNR_RS01065,
XNR_RS01070,
XNR_RS01075,
XNR_RS01080,
XNR_RS01085,
XNR_RS01090,
XNR_RS01095,
XNR_RS01100,
XNR_RS01105,
XNR_RS01110,
XNR_RS01115,
XNR_RS01120,
XNR_RS01125,
XNR_RS01130,
XNR_RS01135,
XNR_RS01140,
XNR_RS01145,
XNR_RS01150,
XNR_RS01155,
XNR_RS01160,
XNR_RS01165,
XNR_RS01170,
XNR_RS01175,
XNR_RS01180,
XNR_RS01200,
XNR_RS01205,
XNR_RS01210,
XNR_RS01215,
XNR_RS01220,
XNR_RS01225,
XNR_RS01230,
XNR_RS01235,
XNR_RS01240,
XNR_RS01245,
XNR_RS01250,
XNR_RS01255,
XNR_RS01260,
XNR_RS31020,
XNR_RS01270,
XNR_RS01275,
XNR_RS01280,
XNR_RS29515,
XNR_RS01290,
XNR_RS01295,
XNR_RS01300,
XNR_RS01305,
XNR_RS01310,
XNR_RS01315,
XNR_RS01320,
XNR_RS01325,molecular_function
XNR_RS01325,catalytic activity
XNR_RS01325,geranyltranstransferase activity
XNR_RS01325,prenyltransferase activity
XNR_RS01325,lipid metabolic process
XNR_RS01325,isoprenoid metabolic process
XNR_RS01325,terpenoid metabolic process
XNR_RS01325,biological_process
XNR_RS01325,metabolic process
XNR_RS01325,isoprenoid biosynthetic process
XNR_RS01325,lipid biosynthetic process
XNR_RS01325,biosynthetic process
XNR_RS01325,cellular process
XNR_RS01325,tetraterpenoid metabolic process
XNR_RS01325,tetraterpenoid biosynthetic process
XNR_RS01325,terpenoid biosynthetic process
XNR_RS01325,carotenoid metabolic process
XNR_RS01325,carotenoid biosynthetic process
XNR_RS01325,transferase activity
XNR_RS01325,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
XNR_RS01325,geranylgeranyl-diphosphate geranylgeranyltransferase activity
XNR_RS01325,pigment metabolic process
XNR_RS01325,cellular metabolic process
XNR_RS01325,primary metabolic process
XNR_RS01325,cellular biosynthetic process
XNR_RS01325,cellular lipid metabolic process
XNR_RS01325,pigment biosynthetic process
XNR_RS01325,organic substance metabolic process
XNR_RS01325,organic substance biosynthetic process
XNR_RS01330,
XNR_RS01335,
XNR_RS01340,
XNR_RS01345,
XNR_RS01350,
XNR_RS01355,
XNR_RS01360,
XNR_RS01365,
XNR_RS01370,
XNR_RS01375,molecular_function
XNR_RS01375,catalytic activity
XNR_RS01375,isopentenyl-diphosphate delta-isomerase activity
XNR_RS01375,cellular_component
XNR_RS01375,intracellular anatomical structure
XNR_RS01375,obsolete cell
XNR_RS01375,cytoplasm
XNR_RS01375,lipid metabolic process
XNR_RS01375,phospholipid metabolic process
XNR_RS01375,isoprenoid metabolic process
XNR_RS01375,phosphorus metabolic process
XNR_RS01375,phosphate-containing compound metabolic process
XNR_RS01375,biological_process
XNR_RS01375,metabolic process
XNR_RS01375,isoprenoid biosynthetic process
XNR_RS01375,lipid biosynthetic process
XNR_RS01375,phospholipid biosynthetic process
XNR_RS01375,biosynthetic process
XNR_RS01375,isopentenyl diphosphate biosynthetic process
XNR_RS01375,cellular process
XNR_RS01375,isomerase activity
XNR_RS01375,intramolecular oxidoreductase activity
XNR_RS01375,"intramolecular oxidoreductase activity, transposing C=C bonds"
XNR_RS01375,organophosphate metabolic process
XNR_RS01375,cellular metabolic process
XNR_RS01375,primary metabolic process
XNR_RS01375,cellular biosynthetic process
XNR_RS01375,cellular lipid metabolic process
XNR_RS01375,obsolete intracellular part
XNR_RS01375,obsolete cell part
XNR_RS01375,isopentenyl diphosphate metabolic process
XNR_RS01375,organic substance metabolic process
XNR_RS01375,organophosphate biosynthetic process
XNR_RS01375,organic substance biosynthetic process
XNR_RS01380,
XNR_RS01385,
XNR_RS01390,
XNR_RS01395,
XNR_RS01400,
XNR_RS01405,
XNR_RS01410,
XNR_RS01415,
XNR_RS01420,
XNR_RS01425,
XNR_RS01430,
XNR_RS01435,
XNR_RS01440,
XNR_RS01445,
XNR_RS01450,
XNR_RS01455,
XNR_RS01460,
XNR_RS01465,
XNR_RS01470,
XNR_RS01475,
XNR_RS01480,
XNR_RS01485,
XNR_RS01490,
XNR_RS01495,
XNR_RS01500,molecular_function
XNR_RS01500,catalytic activity
