,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
913,Rv0129,SCO6609,28.07,285,162,12,57,317,64,329,3.17e-16,76.3,340,0.8382352941176471,<=>
914,Rv0130,SCO1698,60.811,148,57,1,2,149,5,151,2.2e-66,196.0,151,0.9801324503311258,<=>
948,Rv0133,SCO5251,35.047,214,101,9,12,201,11,210,5.9500000000000004e-21,84.3,201,1.064676616915423,<=>
980,Rv0135,SCO2100,28.333,180,117,3,14,185,15,190,2.34e-07,47.4,201,0.8955223880597015,<=>
1000,Rv0137,SCO4956,78.182,165,36,0,4,168,5,169,3.03e-102,289.0,182,0.9065934065934066,<=>
1006,Rv0139,SCO5176,28.342,374,171,17,6,320,24,359,0.000319,40.0,340,1.1,<=>
1010,Rv0142,SCO3038,50.174,287,140,3,23,308,42,326,3.97e-79,241.0,308,0.9318181818181818,<=>
1156,Rv0153,SCO6772,31.655,278,159,9,5,275,33,286,1.45e-24,97.8,276,1.0072463768115942,<=>
1157,Rv0154,SCO1690,57.576,396,159,6,7,395,11,404,2.95e-153,437.0,403,0.9826302729528535,<=>
1178,Rv0157,SCO7622,44.181,464,238,9,17,472,14,464,2.1500000000000001e-116,348.0,475,0.9768421052631578,<=>
1211,Rv0162,SCO1705,39.628,376,205,5,14,379,2,365,5.51e-57,188.0,383,0.9817232375979112,<=>
1251,Rv0166,SCO0311,36.792,530,302,15,27,538,2,516,7.87e-77,249.0,554,0.9566787003610109,<=>
1323,Rv0181,SCO2385,40.826,218,111,5,21,238,19,218,1.1999999999999999e-46,152.0,244,0.8934426229508197,<=>
1328,Rv0182,SCO4895,44.872,312,162,6,63,367,15,323,8.05e-76,235.0,370,0.8432432432432433,<=>
1354,Rv0183,SCO6966,38.61,259,149,3,17,275,15,263,1.55e-45,152.0,279,0.9283154121863799,<=>
1359,Rv0186,SCO0458,32.138,669,376,21,37,663,102,734,2.5400000000000002e-57,205.0,691,0.9681620839363242,<=>
1367,Rv0187,SCO2338,56.808,213,88,2,11,219,9,221,1.53e-66,202.0,220,0.9681818181818181,<=>
1370,Rv0188,SCO7261,35.417,144,90,3,1,142,4,146,7.98e-24,88.2,143,1.006993006993007,<=>
1371,Rv0189,SCO3345,41.319,576,283,8,20,544,5,576,6.67e-128,386.0,575,1.0017391304347827,<=>
1378,Rv0191,SCO7526,30.052,386,248,7,25,401,7,379,5.57e-17,80.1,413,0.9346246973365617,<=>
1386,Rv0194,SCO2763,52.769,1228,529,7,8,1185,10,1236,0.0,1128.0,1194,1.0284757118927974,<=>
1680,Rv0195,SCO4261,35.577,208,125,4,7,211,18,219,7.3e-32,113.0,211,0.985781990521327,<=>
1728,Rv0197,SCO1711,29.032,775,459,23,11,738,9,739,5.21e-56,202.0,762,1.0170603674540681,<=>
1758,Rv0206,SCO3166,28.798,757,465,21,6,739,9,714,6.12e-62,222.0,944,0.801906779661017,<=>
1771,Rv0208,SCO4111,39.91,223,128,2,30,252,45,261,4.52e-45,150.0,263,0.8479087452471483,<=>
1772,Rv0211,SCO4979,68.386,601,181,4,13,606,11,609,0.0,852.0,606,0.9917491749174917,<=>
1823,Rv0218,SCO3746,51.582,411,173,8,38,439,31,424,7.43e-118,349.0,442,0.9298642533936652,<=>
1848,Rv0223,SCO1706,46.3,473,236,6,8,478,4,460,5.08e-122,362.0,487,0.971252566735113,<=>
1888,Rv0230,SCO1036,27.864,323,203,8,1,319,1,297,1.55e-17,79.3,326,0.99079754601227,<=>
1913,Rv0234,SCO1204,60.917,458,176,1,55,509,1,458,0.0,573.0,511,0.8962818003913894,<=>
1934,Rv0235,SCO0947,61.603,474,173,2,1,473,1,466,0.0,558.0,482,0.983402489626556,<=>
1942,Rv0238,SCO4499,40.404,198,111,3,2,192,3,200,8.039999999999999e-38,129.0,204,0.9705882352941176,<=>
1988,Rv0241,SCO4500,37.452,259,151,4,22,271,33,289,2.57e-43,147.0,280,0.925,<=>
1991,Rv0242,SCO4501,50.549,455,192,11,7,454,2,430,1.1800000000000001e-125,369.0,454,1.002202643171806,<=>
2056,Rv0243,SCO4502,62.889,450,132,8,1,439,1,426,0.0,512.0,440,1.0227272727272727,<=>
2065,Rv0244,SCO3800,60.884,611,236,3,1,611,1,608,0.0,746.0,611,1.0,<=>
2086,Rv0245,SCO5092,35.915,142,90,1,12,152,8,149,7.01e-24,89.7,162,0.8765432098765432,<=>
2090,Rv0247,SCO5106,74.9,251,58,1,3,248,4,254,1.15e-145,405.0,248,1.0120967741935485,<=>
2093,Rv0248,SCO5107,69.753,648,186,5,1,638,1,648,0.0,856.0,646,1.0030959752321982,<=>
2098,Rv0249,SCO5108,54.545,275,110,6,5,271,10,277,2.55e-97,285.0,273,1.0073260073260073,<=>
2100,Rv0252,SCO2487,56.754,844,336,12,10,834,5,838,0.0,865.0,853,0.9894490035169988,<=>
2116,Rv0255,SCO1848,53.937,508,208,7,3,494,4,501,1.0599999999999999e-159,460.0,494,1.0283400809716599,<=>
2122,Rv0260,SCO2958,52.255,377,174,2,3,379,19,389,1.07e-120,353.0,381,0.989501312335958,<=>
2125,Rv0261,SCO2959,51.131,442,195,5,7,448,9,429,1.04e-127,376.0,469,0.9424307036247335,<=>
2127,Rv0263,SCO0443,45.329,289,150,6,1,285,1,285,6.869999999999999e-54,175.0,300,0.9633333333333334,<=>
2239,Rv0294,SCO3132,43.13,262,135,5,2,251,8,267,9.91e-62,194.0,261,1.003831417624521,<=>
2248,Rv0296,SCO7547,24.405,504,249,17,3,414,32,495,1.01e-16,80.1,465,1.0838709677419356,<=>
2319,Rv0309,SCO1572,31.217,189,110,6,36,210,36,218,5.12e-19,80.1,218,0.8669724770642202,<=>
2323,Rv0315,SCO7575,33.688,282,118,18,46,293,34,280,3.14e-16,75.1,294,0.9591836734693877,<=>
2326,Rv0317,SCO1419,42.745,255,133,3,3,253,9,254,5.99e-57,180.0,256,0.99609375,<=>
2333,Rv0321,SCO3678,75.132,189,47,0,1,189,1,189,1.0100000000000001e-105,299.0,190,0.9947368421052631,<=>
2334,Rv0322,SCO3052,61.798,445,162,3,1,439,3,445,0.0,539.0,443,1.0045146726862302,<=>
2371,Rv0328,SCO3587,33.155,187,117,3,17,199,15,197,6.73e-22,86.7,200,0.935,<=>
2419,Rv0332,SCO5649,35.827,254,151,6,17,258,9,262,3.76e-30,111.0,261,0.9731800766283525,<=>
2426,Rv0337,SCO6222,67.413,402,129,2,28,429,3,402,0.0,571.0,429,0.9370629370629371,<=>
2440,Rv0338,SCO3673,50.0,746,330,12,6,722,7,738,0.0,697.0,882,0.8458049886621315,<=>
2469,Rv0346,SCO6734,59.653,461,175,3,15,471,27,480,1.85e-175,500.0,487,0.946611909650924,<=>
2479,Rv0350,SCO3671,72.231,623,164,4,1,623,1,614,0.0,884.0,625,0.9968,<=>
2482,Rv0352,SCO3669,50.127,395,186,6,1,389,1,390,5.89e-119,349.0,395,1.0,<=>
2484,Rv0353,SCO3668,52.143,140,51,3,3,126,6,145,3.67e-39,126.0,126,1.1111111111111112,<=>
2502,Rv0357,SCO3629,66.825,422,139,1,1,422,1,421,0.0,589.0,432,0.9768518518518519,<=>
2503,Rv0359,SCO2260,41.245,257,146,4,2,256,3,256,2.43e-49,161.0,259,0.9922779922779923,<=>
2504,Rv0360,SCO3647,55.797,138,60,1,8,144,6,143,1.47e-39,128.0,145,0.9517241379310345,<=>
2508,Rv0363,SCO3649,67.836,342,110,0,1,342,1,342,6.3800000000000005e-173,482.0,344,0.9941860465116279,<=>
2522,Rv0371,SCO6244,32.402,179,107,6,22,191,33,206,5.85e-05,40.0,197,0.9086294416243654,<=>
2527,Rv0373,SCO2940,28.267,750,439,24,21,731,25,714,4.7e-40,156.0,799,0.9386733416770964,<=>
2532,Rv0374,SCO1134,42.775,173,75,5,3,154,12,181,8.69e-36,120.0,159,1.0880503144654088,<=>
2536,Rv0375,SCO6170,30.597,268,157,9,18,270,25,278,4.77e-20,85.9,286,0.9370629370629371,<=>
2541,Rv0376,SCO6174,56.906,362,148,4,12,371,20,375,1.24e-111,330.0,380,0.9526315789473684,<=>
2556,Rv0377,SCO2475,28.105,306,183,13,1,291,1,284,0.000162,40.4,321,0.9532710280373832,<=>
2558,Rv0382,SCO3650,59.551,178,68,2,6,179,5,182,2.94e-62,188.0,179,0.994413407821229,<=>
2559,Rv0384,SCO3661,67.602,855,262,6,7,848,6,858,0.0,1117.0,848,1.008254716981132,<=>
2563,Rv0385,SCO0103,36.559,372,206,10,22,387,66,413,4.3699999999999995e-54,182.0,390,0.9538461538461539,<=>
2651,Rv0400,SCO1750,70.633,395,115,1,2,395,3,397,0.0,570.0,395,1.0,<=>
2751,Rv0406,SCO7301,44.898,245,133,1,22,264,3,247,9.85e-68,208.0,272,0.9007352941176471,<=>
2754,Rv0407,SCO7290,33.433,335,197,6,6,333,4,319,3.26e-46,157.0,336,0.9970238095238095,<=>
2763,Rv0408,SCO5425,50.073,689,335,5,4,686,2,687,0.0,627.0,690,0.9985507246376811,<=>
2764,Rv0409,SCO5424,54.22,391,161,2,1,373,1,391,2.5999999999999997e-134,388.0,385,1.0155844155844156,<=>
2767,Rv0410,SCO1468,35.389,746,366,20,77,747,55,759,1.1500000000000001e-88,293.0,750,0.9946666666666667,<=>
2798,Rv0412,SCO2663,28.321,399,260,7,31,409,10,402,3.38e-33,127.0,439,0.908883826879271,<=>
2801,Rv0414,SCO2104,64.583,192,57,3,12,202,19,200,1.0000000000000001e-71,216.0,222,0.8648648648648649,<=>
2802,Rv0415,SCO2107,38.63,365,180,11,7,334,17,374,6.8299999999999994e-40,142.0,340,1.0735294117647058,<=>
2804,Rv0416,SCO2108,39.706,68,39,1,1,68,1,66,5.65e-09,45.4,68,1.0,<=>
2805,Rv0417,SCO2109,71.713,251,71,0,1,251,1,251,2.3e-120,342.0,252,0.996031746031746,<=>
2811,Rv0421,SCO5215,32.164,171,94,6,17,185,22,172,3.02e-10,55.5,209,0.8181818181818182,<=>
2812,Rv0422,SCO5563,50.0,242,117,2,17,258,24,261,2.91e-59,187.0,265,0.9132075471698113,<=>
2813,Rv0423,SCO3928,67.295,584,135,4,12,545,33,610,0.0,774.0,547,1.0676416819012797,<=>
2815,Rv0425,SCO2499,37.985,1469,722,33,64,1446,67,1432,0.0,637.0,1539,0.9545159194282001,<=>
2825,Rv0427,SCO6341,51.493,268,116,5,24,288,1,257,2.09e-85,254.0,291,0.9209621993127147,<=>
2830,Rv0429,SCO4560,47.953,171,80,4,2,172,25,186,1.5500000000000002e-37,127.0,197,0.868020304568528,<=>
2833,Rv0433,SCO7331,27.027,370,238,9,19,371,3,357,6.46e-13,67.0,376,0.9840425531914894,<=>
2834,Rv0434,SCO2057,26.147,218,126,5,7,197,4,213,3.43e-06,44.3,217,1.0046082949308757,<=>
2845,Rv0438,SCO3181,46.462,424,197,6,4,401,1,420,1.44e-97,295.0,405,1.0469135802469136,<=>
2847,Rv0439,SCO2491,49.346,306,144,6,11,309,4,305,1.83e-71,221.0,311,0.9839228295819936,<=>
2886,Rv0440,SCO4296,84.351,524,82,0,1,524,1,524,0.0,862.0,540,0.9703703703703703,<=>
2888,Rv0443,SCO7269,49.697,165,82,1,8,171,3,167,4.11e-53,164.0,171,0.9649122807017544,<=>
2889,Rv0444,SCO0633,28.854,253,142,8,8,231,5,248,6.54e-09,52.4,232,1.0905172413793103,<=>
2891,Rv0445,SCO1723,51.445,173,84,0,12,184,9,181,1.58e-49,156.0,187,0.9251336898395722,<=>
2942,Rv0452,SCO7815,37.885,227,136,4,1,226,1,223,7.589999999999999e-40,135.0,236,0.961864406779661,<=>
2954,Rv0458,SCO1174,73.964,507,132,0,1,507,1,507,0.0,803.0,507,1.0,<=>
2977,Rv0462,SCO2180,38.723,470,265,15,2,464,31,484,8.16e-81,256.0,464,1.0129310344827587,<=>
2989,Rv0465,SCO0981,56.78,472,194,6,1,471,1,463,0.0,515.0,474,0.9957805907172996,<=>
2990,Rv0467,SCO0982,74.822,421,105,1,8,428,7,426,0.0,647.0,428,0.9836448598130841,<=>
2991,Rv0468,SCO1591,59.441,286,116,0,1,286,17,302,7.020000000000001e-122,348.0,286,1.0,<=>
3004,Rv0472,SCO1210,30.653,199,122,6,26,212,16,210,4.59e-14,66.6,234,0.8504273504273504,<=>
3017,Rv0480,SCO3807,34.191,272,157,8,1,267,1,255,2.8599999999999997e-34,123.0,280,0.9714285714285714,<=>
3022,Rv0482,SCO4643,51.124,356,156,8,20,369,40,383,3.4e-102,305.0,369,0.964769647696477,<=>
3023,Rv0483,SCO2153,32.698,367,221,11,64,413,47,404,2.82e-48,169.0,451,0.8137472283813747,<=>
3029,Rv0484,SCO3298,57.083,240,96,3,12,244,16,255,5.29e-77,231.0,251,0.9561752988047809,<=>
3108,Rv0485,SCO0734,26.593,361,231,10,15,362,27,366,5.25e-06,46.2,438,0.8242009132420092,<=>
3111,Rv0486,SCO4204,57.477,428,157,5,43,448,63,487,1.39e-149,434.0,480,0.8916666666666667,<=>
3125,Rv0487,SCO4205,48.408,157,76,2,10,166,11,162,1.45e-51,161.0,183,0.8579234972677595,<=>
3127,Rv0489,SCO4209,65.714,245,82,1,6,248,7,251,1.02e-112,322.0,249,0.9839357429718876,<=>
3164,Rv0491,SCO4230,73.543,223,58,1,4,226,1,222,4.01e-118,333.0,227,0.9823788546255506,<=>
3225,Rv0494,SCO1177,32.85,207,126,5,19,216,15,217,3.39e-09,53.5,242,0.8553719008264463,<=>
3250,Rv0495,SCO3349,54.118,255,110,3,44,296,22,271,1.5500000000000002e-88,263.0,296,0.8614864864864865,<=>
3251,Rv0496,SCO3348,54.828,290,131,0,1,290,17,306,1.2e-93,278.0,328,0.8841463414634146,<=>
3254,Rv0498,SCO3347,54.579,273,105,2,6,278,14,267,1.96e-99,290.0,280,0.975,<=>
3256,Rv0500,SCO3337,40.845,284,145,2,7,290,18,278,8.17e-58,185.0,295,0.9627118644067797,<=>
3258,Rv0501,SCO3326,47.516,322,160,2,24,340,3,320,1.28e-96,290.0,376,0.8563829787234043,<=>
3264,Rv0502,SCO3325,60.323,310,119,1,48,357,50,355,4.76e-131,377.0,358,0.8659217877094972,<=>
3272,Rv0504,SCO4636,34.483,145,95,0,8,152,5,149,6.19e-25,92.0,166,0.8734939759036144,<=>
3311,Rv0510,SCO3318,52.716,313,134,5,2,304,6,314,4.52e-89,266.0,309,1.0129449838187703,<=>
3313,Rv0511,SCO3317,50.18,556,240,9,7,551,10,539,1.44e-162,473.0,565,0.984070796460177,<=>
3316,Rv0512,SCO3311,65.443,327,113,0,2,328,3,329,7.32e-151,425.0,329,0.993920972644377,<=>
3318,Rv0517,SCO2493,26.196,439,241,18,3,413,17,400,5.63e-08,52.4,436,1.0068807339449541,<=>
3320,Rv0522,SCO2631,43.932,412,223,5,1,407,29,437,1.55e-96,295.0,434,0.9493087557603687,<=>
3328,Rv0524,SCO4469,60.981,428,149,1,18,445,13,422,0.0,513.0,462,0.9264069264069265,<=>
3343,Rv0525,SCO4470,59.596,198,80,0,3,200,12,209,6.62e-84,246.0,202,0.9801980198019802,<=>
3348,Rv0527,SCO4473,45.082,244,122,4,3,245,8,240,4.3200000000000004e-57,181.0,259,0.9420849420849421,<=>
3349,Rv0528,SCO4474,36.932,528,297,13,1,516,48,551,1.06e-78,255.0,529,0.998109640831758,<=>
3353,Rv0533,SCO2388,50.146,343,161,2,1,333,1,343,1.5499999999999999e-111,326.0,335,1.0238805970149254,<=>
3362,Rv0535,SCO3188,50.584,257,110,4,8,248,9,264,5.85e-81,243.0,264,0.9734848484848485,<=>
3365,Rv0536,SCO3739,55.78,346,139,3,1,346,1,332,9.93e-115,334.0,346,1.0,<=>
3374,Rv0539,SCO3742,55.238,210,92,2,1,209,15,223,8.48e-68,206.0,210,1.0,<=>
3380,Rv0540,SCO3743,40.67,209,101,6,7,211,6,195,4.01e-16,72.0,220,0.95,<=>
3382,Rv0541,SCO3747,49.528,424,186,6,47,449,40,456,4.2999999999999996e-83,261.0,449,0.9443207126948775,<=>
3422,Rv0545,SCO1845,50.476,420,192,5,6,412,6,422,8.16e-120,353.0,417,1.0071942446043165,<=>
3424,Rv0546,SCO1092,48.031,127,59,2,1,123,2,125,6.3e-35,115.0,128,0.9921875,<=>
3513,Rv0551,SCO3436,36.364,517,297,10,54,560,19,513,3.0400000000000003e-80,259.0,571,0.9054290718038529,<=>
3559,Rv0554,SCO3233,48.361,244,124,2,15,257,28,270,5.9500000000000005e-80,240.0,262,0.9312977099236641,<=>
3589,Rv0558,SCO4556,68.122,229,71,1,1,227,1,229,2.47e-108,309.0,234,0.9786324786324786,<=>
3609,Rv0561,SCO4559,33.898,413,250,9,4,393,10,422,4.56e-66,214.0,408,1.0122549019607843,<=>
3615,Rv0562,SCO4583,47.59,332,165,4,10,335,8,336,1.3599999999999999e-90,272.0,335,0.991044776119403,<=>
3621,Rv0563,SCO4609,65.371,283,95,2,4,284,2,283,2.12e-125,357.0,286,0.9895104895104895,<=>
3635,Rv0566,SCO4614,64.417,163,57,1,1,163,1,162,7.61e-76,221.0,163,1.0,<=>
3636,Rv0567,SCO7452,26.354,277,188,10,28,296,34,302,3.77e-13,67.4,339,0.8171091445427728,<=>
3653,Rv0573,SCO0171,48.825,383,188,4,12,391,7,384,3.59e-101,307.0,463,0.8272138228941684,<=>
3683,Rv0577,SCO1093,40.467,257,141,5,3,256,31,278,6.97e-45,150.0,261,0.9846743295019157,<=>
3698,Rv0579,SCO4976,44.55,211,105,4,34,243,35,234,5.96e-50,162.0,252,0.8373015873015873,<=>
3699,Rv0584,SCO0959,37.171,799,432,24,4,766,5,769,1.42e-133,416.0,877,0.9110604332953249,<=>
3706,Rv0586,SCO1614,31.602,231,128,7,3,220,9,222,3.53e-13,64.7,240,0.9625,<=>
3740,Rv0588,SCO2420,52.381,252,120,0,35,286,8,259,4.1200000000000004e-80,241.0,295,0.8542372881355932,<=>
3850,Rv0620,SCO3136,43.333,360,198,4,5,359,25,383,1.21e-80,249.0,363,0.9917355371900827,<=>
3868,Rv0634B,SCO4635,77.358,53,12,0,3,55,2,54,1.07e-25,86.7,55,0.9636363636363636,<=>
3872,Rv0636,SCO4637,49.265,136,68,1,6,141,7,141,1.18e-41,133.0,142,0.9577464788732394,<=>
3878,Rv0640,SCO4648,85.612,139,20,0,4,142,5,143,8.71e-84,240.0,142,0.9788732394366197,<=>
3879,Rv0641,SCO4649,72.34,235,65,0,1,235,1,235,2.13e-119,338.0,235,1.0,<=>
3886,Rv0646,SCO0878,30.333,300,153,8,12,282,3,275,6.33e-28,107.0,301,0.9966777408637874,<=>
3897,Rv0650,SCO1077,52.249,289,135,2,2,287,5,293,6.0800000000000004e-65,204.0,302,0.956953642384106,<=>
3919,Rv0651,SCO4652,55.491,173,77,0,1,173,1,173,3.4e-60,183.0,178,0.9719101123595506,<=>
3920,Rv0652,SCO4653,72.308,130,33,2,1,130,1,127,9.34e-40,127.0,130,1.0,<=>
3932,Rv0654,SCO0333,40.719,501,236,8,11,499,50,501,6.92e-108,328.0,501,1.0,<=>
3933,Rv0655,SCO2422,67.89,327,100,1,18,344,2,323,5.21e-148,419.0,359,0.9108635097493036,<=>
4086,Rv0667,SCO4654,75.297,1178,267,8,1,1171,1,1161,0.0,1802.0,1172,1.0051194539249146,<=>
4087,Rv0668,SCO4655,71.645,1319,348,8,1,1315,1,1297,0.0,1917.0,1316,1.0022796352583587,<=>
4088,Rv0670,SCO2111,32.567,261,151,7,13,248,30,290,3.41e-32,117.0,252,1.0357142857142858,<=>
4091,Rv0672,SCO1112,63.569,538,192,3,4,539,28,563,0.0,638.0,542,0.992619926199262,<=>
4115,Rv0674,SCO1111,50.679,221,108,1,4,223,33,253,5.58e-55,175.0,240,0.9208333333333333,<=>
4163,Rv0678,SCO3632,25.758,132,94,1,18,149,3,130,0.000147,38.1,165,0.8,<=>
4166,Rv0681,SCO0428,33.533,167,102,3,21,179,10,175,7.61e-13,62.0,196,0.8520408163265306,<=>
4179,Rv0682,SCO4659,91.057,123,11,0,1,123,1,123,1.6500000000000002e-79,228.0,124,0.9919354838709677,<=>
4180,Rv0683,SCO4660,80.128,156,31,0,1,156,1,156,9.489999999999999e-94,266.0,156,1.0,<=>
4181,Rv0684,SCO4661,68.706,703,209,3,9,701,7,708,0.0,999.0,701,1.0028530670470757,<=>
4194,Rv0685,SCO4662,83.375,397,65,1,1,396,1,397,0.0,654.0,396,1.0025252525252526,<=>
4294,Rv0691,SCO0508,32.0,175,95,9,33,194,11,174,7.16e-11,56.6,198,0.8838383838383839,<=>
4315,Rv0694,SCO0763,36.29,372,214,5,13,379,32,385,9.74e-53,178.0,396,0.9393939393939394,<=>
4317,Rv0695,SCO6654,32.618,233,112,8,31,240,33,243,6.8e-17,75.9,251,0.9282868525896414,<=>
4329,Rv0700,SCO4701,87.129,101,13,0,1,101,1,101,8.1e-65,189.0,101,1.0,<=>
4330,Rv0701,SCO4702,70.952,210,58,1,4,213,6,212,4.77e-105,300.0,217,0.967741935483871,<=>
4331,Rv0702,SCO4703,66.01,203,68,1,11,212,4,206,1.05e-98,284.0,223,0.9103139013452914,<=>
4333,Rv0704,SCO4705,81.227,277,52,0,1,277,1,277,1.18e-158,440.0,280,0.9892857142857143,<=>
4334,Rv0705,SCO4706,79.57,93,19,0,1,93,1,93,2.9499999999999995e-54,161.0,93,1.0,<=>
4337,Rv0708,SCO4709,81.481,135,25,0,1,135,1,135,3.18e-82,236.0,138,0.9782608695652174,<=>
4338,Rv0709,SCO4710,65.714,70,24,0,1,70,1,70,8.34e-28,93.6,77,0.9090909090909091,<=>
4341,Rv0712,SCO7548,46.78,295,135,6,6,295,27,304,4.6399999999999995e-74,228.0,299,0.9866220735785953,<=>
4344,Rv0714,SCO4712,91.803,122,10,0,1,122,1,122,1.43e-77,223.0,122,1.0,<=>
4345,Rv0715,SCO4713,62.037,108,37,3,1,105,1,107,6.69e-40,126.0,105,1.0285714285714285,<=>
4346,Rv0716,SCO4714,73.77,183,48,0,4,186,2,184,1.33e-99,283.0,187,0.9786096256684492,<=>
4349,Rv0718,SCO4716,75.758,132,32,0,1,132,1,132,2.89e-76,220.0,132,1.0,<=>
4350,Rv0719,SCO4717,71.508,179,51,0,1,179,1,179,1.55e-95,272.0,179,1.0,<=>
4351,Rv0720,SCO4718,61.207,116,45,0,7,122,12,127,2.0500000000000003e-37,121.0,122,0.9508196721311475,<=>
4352,Rv0721,SCO4719,78.09,178,33,2,18,195,16,187,5.43e-83,243.0,220,0.8090909090909091,<=>
