,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
463,b0086,PA4416,47.216,449,224,8,6,446,7,450,1.3200000000000001e-110,332.0,452,0.9933628318584071,<=>
467,b0087,PA4415,66.667,360,120,0,1,360,1,360,6.820000000000001e-163,457.0,360,1.0,<=>
469,b0088,PA4414,51.242,443,195,9,10,437,11,447,1.3100000000000002e-125,369.0,438,1.0114155251141552,<=>
472,b0089,PA4413,45.93,344,184,1,61,402,37,380,3.44e-101,304.0,414,0.8309178743961353,<=>
474,b0090,PA4412,44.789,355,185,6,8,354,5,356,1.57e-95,286.0,355,1.0,<=>
475,b0091,PA4411,61.589,453,169,1,23,475,19,466,0.0,587.0,491,0.9226069246435845,<=>
478,b0092,PA4410,52.508,299,135,1,4,302,20,311,9.6e-106,308.0,306,0.9771241830065359,<=>
484,b0094,PA4408,49.88,417,198,2,8,420,8,417,1.77e-145,418.0,420,0.9928571428571429,<=>
485,b0095,PA4407,56.806,382,131,2,24,383,25,394,3.77e-136,392.0,383,0.9973890339425587,<=>
486,b0096,PA4406,57.566,304,128,1,1,304,1,303,9.56e-135,381.0,305,0.9967213114754099,<=>
487,b0098,PA4403,64.41,916,309,2,1,900,1,915,0.0,1205.0,901,1.0166481687014428,<=>
495,b0101,PA4530,56.452,62,25,1,1,62,1,60,2.9e-19,70.9,65,0.9538461538461539,<=>
496,b0103,PA4529,52.577,194,92,0,3,196,5,198,1.97e-63,192.0,206,0.941747572815534,<=>
500,b0106,PA2676,26.343,391,280,4,9,394,5,392,1.61e-29,115.0,400,0.9775,<=>
514,b0109,PA4524,55.273,275,117,2,22,296,12,280,8.58e-102,296.0,297,0.9259259259259259,<=>
515,b0110,PA4522,58.564,181,72,2,6,183,8,188,4.0800000000000004e-73,216.0,183,0.9890710382513661,<=>
518,b0112,PA3000,69.631,461,130,3,2,452,1,461,0.0,632.0,457,1.0087527352297594,<=>
534,b0113,PA4769,48.511,235,118,3,1,232,1,235,1.3400000000000001e-70,215.0,254,0.9251968503937008,<=>
555,b0114,PA5015,60.998,882,336,7,7,884,2,879,0.0,1118.0,887,0.9943630214205186,<=>
557,b0115,PA5016,50.717,558,225,7,108,630,5,547,3.73e-158,463.0,630,0.8857142857142857,<=>
569,b0116,PA1587,42.647,476,263,5,6,472,4,478,4.07e-121,360.0,474,1.0042194092827004,<=>
578,b0118,PA1787,79.278,859,175,1,1,856,1,859,0.0,1425.0,865,0.9930635838150289,<=>
581,b0120,PA0654,69.231,260,80,0,3,262,4,263,9.489999999999999e-138,386.0,264,0.9848484848484849,<=>
582,b0121,PA1687,60.357,280,111,0,7,286,4,283,3.3000000000000002e-130,369.0,288,0.9722222222222222,<=>
587,b0124,PA2290,47.497,779,378,9,34,792,34,801,0.0,708.0,796,0.9786432160804021,<=>
590,b0125,PA4645,23.952,167,116,5,5,166,15,175,5.52e-11,56.2,178,0.9382022471910112,<=>
591,b0126,PA4676,54.589,207,93,1,1,206,1,207,6.57e-87,253.0,220,0.9409090909090909,<=>
594,b0127,PA2812,71.096,301,86,1,1,300,1,301,2.75e-153,429.0,308,0.9772727272727273,<=>
692,b0128,PA2811,61.2,250,97,0,7,256,10,259,5.15e-110,315.0,256,0.9765625,<=>
693,b0131,PA4731,55.738,122,54,0,5,126,5,126,5.14e-45,140.0,126,0.9682539682539683,<=>
694,b0133,PA4730,52.128,282,135,0,1,282,1,282,3.54e-101,295.0,283,0.9964664310954063,<=>
695,b0134,PA4729,50.943,265,129,1,1,264,1,265,1.22e-93,274.0,264,1.003787878787879,<=>
697,b0139,PA4084,35.203,838,498,16,27,847,12,821,3.28e-154,471.0,865,0.96878612716763,<=>
702,b0140,PA0993,37.333,225,127,5,16,238,15,227,7.670000000000001e-47,153.0,246,0.9146341463414634,<=>
707,b0142,PA4728,51.299,154,74,1,5,158,6,158,8.01e-49,152.0,159,0.9685534591194969,<=>
709,b0143,PA4727,50.971,412,197,4,31,441,25,432,2.5499999999999998e-138,403.0,465,0.886021505376344,<=>
711,b0144,PA4724,48.264,288,145,2,14,299,3,288,6.89e-91,270.0,308,0.935064935064935,<=>
714,b0145,PA4723,75.188,133,33,0,19,151,16,148,4.5200000000000006e-73,213.0,151,0.8807947019867549,<=>
716,b0146,PA4721,50.424,236,114,2,1,234,1,235,3.9500000000000003e-79,235.0,234,1.0085470085470085,<=>
717,b0147,PA2861,40.936,171,95,4,6,175,7,172,6.04e-24,90.1,176,0.9715909090909091,<=>
718,b0148,PA3961,47.199,839,406,14,1,806,1,835,0.0,610.0,809,1.0370828182941905,<=>
720,b0149,PA4700,42.562,726,410,6,47,769,4,725,0.0,554.0,844,0.8601895734597157,<=>
726,b0150,PA2466,38.897,689,390,10,63,747,159,820,2.37e-164,492.0,747,0.9223560910307899,<=>
859,b0154,PA3977,65.728,426,146,0,1,426,1,426,0.0,596.0,426,1.0,<=>
872,b0156,PA0665,71.028,107,31,0,8,114,10,116,5.59e-55,164.0,114,0.9385964912280702,<=>
876,b0158,PA4045,30.242,248,166,5,21,263,17,262,1.2900000000000002e-27,104.0,266,0.9323308270676691,<=>
879,b0160,PA1124,46.214,515,241,10,4,503,5,498,5.87e-148,430.0,505,1.0198019801980198,<=>
881,b0161,PA0766,38.413,479,258,11,14,469,3,467,1.85e-86,270.0,474,1.010548523206751,<=>
885,b0162,PA1050,34.656,378,210,4,6,372,4,355,3.73e-56,186.0,385,0.9818181818181818,<=>
887,b0167,PA3658,42.791,867,483,7,33,888,25,889,0.0,684.0,890,0.9741573033707865,<=>
888,b0168,PA3657,65.759,257,87,1,1,257,1,256,1.1800000000000001e-125,355.0,264,0.9734848484848485,<=>
892,b0169,PA3656,74.059,239,60,2,1,239,1,237,1.24e-131,369.0,241,0.991701244813278,<=>
893,b0170,PA3655,56.159,276,117,2,1,272,1,276,2.45e-91,270.0,283,0.9752650176678446,<=>
894,b0171,PA3654,69.068,236,73,0,6,241,9,244,3.53e-115,327.0,241,0.979253112033195,<=>
896,b0172,PA3653,64.481,183,65,0,1,183,1,183,3.83e-80,234.0,185,0.9891891891891892,<=>
897,b0173,PA3650,57.935,397,160,2,2,397,5,395,5.61e-151,430.0,398,0.9974874371859297,<=>
898,b0174,PA3652,57.895,228,96,0,19,246,12,239,3.29e-91,267.0,253,0.9011857707509882,<=>
899,b0175,PA3651,43.06,281,139,6,1,278,1,263,3.24e-63,197.0,285,0.9859649122807017,<=>
901,b0176,PA3649,46.785,451,237,3,2,450,1,450,6.02e-132,385.0,450,1.0022222222222221,<=>
903,b0177,PA3648,39.583,816,466,14,3,810,1,797,0.0,580.0,810,1.0074074074074073,<=>
905,b0179,PA3646,51.343,335,163,0,3,337,6,340,1.06e-118,344.0,341,0.9824046920821115,<=>
910,b0180,PA3645,54.861,144,63,2,8,149,2,145,9.17e-53,161.0,151,0.9536423841059603,<=>
912,b0181,PA3644,54.475,257,117,0,6,262,2,258,3.99e-93,272.0,262,0.9809160305343512,<=>
916,b0182,PA3643,53.457,376,171,2,7,382,5,376,1.54e-123,359.0,382,0.9842931937172775,<=>
917,b0183,PA3642,70.745,188,55,0,10,197,12,199,4.29e-92,265.0,198,0.9494949494949495,<=>
918,b0184,PA3640,58.688,1174,459,8,6,1159,5,1172,0.0,1371.0,1160,1.0120689655172415,<=>
920,b0185,PA3639,69.085,317,95,1,1,317,1,314,1.8e-155,435.0,319,0.9937304075235109,<=>
925,b0186,PA1818,44.844,640,327,9,93,710,115,750,0.0,558.0,713,0.8976157082748948,<=>
927,b0188,PA3638,41.687,403,215,6,17,409,25,417,6.3499999999999996e-83,259.0,432,0.9328703703703703,<=>
929,b0190,PA3726,32.759,174,115,1,1,174,1,172,2.26e-28,101.0,181,0.9613259668508287,<=>
930,b0191,PA0868,62.963,135,50,0,1,135,1,135,1.6200000000000001e-59,178.0,140,0.9642857142857143,<=>
933,b0194,PA0956,71.329,572,159,3,1,570,1,569,0.0,853.0,572,1.0,<=>
936,b0195,PA3388,48.357,213,103,4,9,220,8,214,4.94e-61,189.0,235,0.9063829787234042,<=>
939,b0197,PA2349,40.927,259,145,7,17,271,9,263,6.92e-46,152.0,271,0.955719557195572,<=>
941,b0198,PA5504,51.412,177,86,0,41,217,49,225,1.31e-44,146.0,217,0.815668202764977,<=>
958,b0199,PA5503,47.522,343,168,4,1,340,1,334,1.13e-102,303.0,343,1.0,<=>
1052,b0200,PA0006,37.037,162,91,4,1,161,1,152,2.81e-29,104.0,191,0.8481675392670157,<=>
1054,b0207,PA4167,65.66,265,91,0,3,267,8,272,2.5e-128,362.0,267,0.9925093632958801,<=>
1062,b0208,PA1859,48.797,291,149,0,1,291,1,291,1.98e-100,294.0,304,0.9572368421052632,<=>
1172,b0211,PA1812,38.074,457,249,10,5,442,21,462,7.17e-97,298.0,452,1.011061946902655,<=>
1175,b0212,PA1813,45.736,258,132,5,1,251,2,258,3.1e-69,211.0,251,1.0278884462151394,<=>
1178,b0213,PA1814,29.68,219,137,6,16,224,24,235,6.85e-17,74.7,240,0.9125,<=>
1179,b0214,PA1815,62.222,135,51,0,3,137,5,139,9.04e-61,182.0,155,0.8709677419354839,<=>
1180,b0215,PA1816,55.0,240,99,4,7,241,2,237,6.21e-87,255.0,243,0.9876543209876543,<=>
1182,b0219,PA3797,49.225,258,126,4,1,255,7,262,2.6e-83,247.0,256,1.0078125,<=>
1189,b0221,PA2815,53.723,752,338,5,54,797,58,807,0.0,805.0,814,0.9238329238329238,<=>
1201,b0223,PA1307,60.317,252,98,2,1,252,1,250,1.7e-109,313.0,255,0.9882352941176471,<=>
1206,b0228,PA1154,54.802,177,66,3,1,163,1,177,7.4e-66,196.0,165,1.0727272727272728,<=>
1207,b0231,PA0923,50.0,344,166,2,1,342,1,340,7.22e-105,309.0,351,0.98005698005698,<=>
1210,b0242,PA4565,42.623,366,209,1,1,365,5,370,1.14e-96,290.0,367,0.997275204359673,<=>
1211,b0243,PA4007,49.866,373,184,1,44,416,51,420,6.030000000000001e-129,375.0,417,0.894484412470024,<=>
1301,b0260,PA4981,47.277,459,242,0,1,459,1,459,7.89e-157,451.0,467,0.9828693790149893,<=>
1417,b0268,PA4188,31.757,296,192,6,7,300,3,290,2.31e-38,135.0,302,0.9801324503311258,<=>
1452,b0283,PA4618,27.864,323,174,13,27,305,8,315,1.05e-16,76.6,318,1.0157232704402517,<=>
1454,b0284,PA1933,36.749,732,431,12,19,725,9,733,3.0600000000000004e-132,406.0,732,1.0,<=>
1465,b0285,PA1932,50.658,304,136,5,23,314,21,322,1.4999999999999998e-94,281.0,318,0.9559748427672956,<=>
1473,b0288,PA3209,57.143,105,45,0,1,105,1,105,6.450000000000001e-37,119.0,109,0.963302752293578,<=>
1474,b4506,PA3600,79.545,44,9,0,1,44,1,44,4.31e-20,71.6,46,0.9565217391304348,<=>
1475,b0296,PA3601,63.529,85,30,1,1,84,1,85,4.13e-33,107.0,87,0.9770114942528736,<=>
1489,b0305,PA0564,30.132,302,185,4,1,279,1,299,1.56e-34,124.0,284,1.0633802816901408,<=>
1528,b0311,PA5372,79.71,552,112,0,2,553,4,555,0.0,949.0,556,0.9928057553956835,<=>
1532,b0312,PA5373,76.735,490,114,0,1,490,1,490,0.0,789.0,490,1.0,<=>
1554,b0313,PA5374,60.417,192,76,0,1,192,1,192,4.7700000000000006e-70,209.0,195,0.9846153846153847,<=>
1560,b0314,PA3933,46.657,658,341,3,13,665,1,653,0.0,608.0,677,0.9719350073855244,<=>
1668,b0318,PA2498,41.885,191,110,1,11,201,20,209,9.45e-46,148.0,201,0.9502487562189055,<=>
1677,b0325,PA2275,56.322,348,150,2,1,347,3,349,1.05e-126,365.0,349,0.997134670487106,<=>
1691,b0328,PA1620,27.717,184,122,3,14,190,1,180,6.74e-17,73.9,223,0.8251121076233184,<=>
1720,b0331,PA0796,77.586,290,65,0,5,294,7,296,8.16e-172,475.0,296,0.9797297297297297,<=>
1724,b0333,PA0795,52.316,367,172,1,22,388,12,375,9.999999999999999e-147,418.0,389,0.9434447300771208,<=>
1726,b0334,PA0792,60.161,497,181,4,1,483,1,494,0.0,603.0,483,1.0289855072463767,<=>
1727,b0335,PA3568,44.691,631,335,9,1,626,1,622,3.27e-178,517.0,628,1.0047770700636942,<=>
1761,b0336,PA0438,74.519,416,106,0,1,416,1,416,0.0,602.0,419,0.9928400954653938,<=>
1764,b0337,PA0437,76.85,419,97,0,9,427,3,421,0.0,673.0,427,0.9812646370023419,<=>
1765,b0338,PA2054,49.32,294,148,1,1,294,1,293,5.340000000000001e-85,254.0,299,0.9832775919732442,<=>
1881,b0339,PA2053,67.773,211,68,0,1,211,1,211,1.76e-108,308.0,219,0.9634703196347032,<=>
1884,b0340,PA2052,71.795,156,44,0,1,156,1,156,2.39e-79,229.0,156,1.0,<=>
1885,b0341,PA2500,45.383,379,203,3,2,378,25,401,6.29e-91,277.0,384,0.9869791666666666,<=>
1903,b0346,PA2010,28.736,261,152,11,5,252,9,248,1.27e-07,48.9,277,0.9422382671480144,<=>
1921,b0350,PA4127,36.522,230,140,1,36,259,37,266,3.3699999999999998e-46,153.0,269,0.8550185873605948,<=>
1925,b0353,PA2472,37.709,419,223,6,17,399,29,445,1.8799999999999997e-42,152.0,403,1.0397022332506203,<=>
1950,b0354,PA0937,39.674,184,96,4,4,179,3,179,3.09e-26,96.3,179,1.0279329608938548,<=>
1952,b0356,PA3629,73.442,369,98,0,1,369,2,370,0.0,576.0,369,1.0,<=>
1972,b0365,PA3938,53.56,323,144,3,4,320,5,327,4.63e-120,346.0,320,1.009375,<=>
1982,b0366,PA3937,55.274,237,106,0,17,253,23,259,2.86e-94,275.0,255,0.9294117647058824,<=>
2079,b0367,PA3936,62.5,224,83,1,47,270,49,271,8.62e-87,257.0,275,0.8145454545454546,<=>
2095,b0368,PA3935,60.727,275,108,0,5,279,3,277,5.36e-121,345.0,283,0.9717314487632509,<=>
2099,b0369,PA5243,40.625,320,183,4,7,320,14,332,1.01e-77,238.0,324,0.9876543209876543,<=>
2108,b0378,PA2695,62.791,344,126,2,21,364,22,363,1.39e-165,464.0,364,0.945054945054945,<=>
2111,b0383,PA3296,73.933,445,116,0,27,471,31,475,0.0,685.0,471,0.9447983014861996,<=>
2147,b0386,PA0393,35.338,266,170,2,4,268,5,269,1.58e-47,157.0,269,0.9888475836431226,<=>
2148,b0387,PA5247,40.94,149,88,0,1,149,1,149,3.2200000000000003e-35,117.0,152,0.9802631578947368,<=>
2150,b0391,PA1574,51.613,93,44,1,1,93,1,92,3.11e-30,100.0,94,0.9893617021276596,<=>
2151,b0393,PA3263,49.0,300,152,1,2,300,1,300,1.51e-95,282.0,303,0.9900990099009901,<=>
2165,b0398,PA4281,31.525,387,233,11,1,368,1,374,1.11e-52,178.0,400,0.9675,<=>
2166,b0399,PA5360,61.842,228,86,1,1,228,2,228,7.82e-101,290.0,229,0.9956331877729258,<=>
2241,b0400,PA5361,41.689,379,216,4,45,418,48,426,9.15e-92,282.0,431,0.8793503480278422,<=>
2293,b0401,PA1971,66.972,436,144,0,3,438,2,437,0.0,583.0,439,0.9931662870159453,<=>
2295,b0402,PA5097,61.79,458,169,2,1,455,1,455,0.0,558.0,457,1.0021881838074398,<=>
2313,b0404,PA4353,38.298,188,114,2,1,188,1,186,9.620000000000001e-36,121.0,193,0.9740932642487047,<=>
2314,b0405,PA3824,70.317,347,96,3,1,347,1,340,1.7599999999999998e-170,476.0,356,0.9747191011235955,<=>
2315,b0406,PA3823,70.321,374,109,1,1,374,1,372,0.0,560.0,375,0.9973333333333333,<=>
2317,b0408,PA3821,47.867,633,299,10,1,615,1,620,0.0,548.0,615,1.0292682926829269,<=>
2318,b0409,PA3820,42.244,303,169,2,18,319,9,306,1.73e-80,244.0,323,0.9380804953560371,<=>
2321,b0413,PA4057,70.748,147,43,0,1,147,1,147,8.36e-76,220.0,149,0.9865771812080537,<=>
2322,b0414,PA4056,56.111,360,152,5,3,359,5,361,1.16e-133,384.0,367,0.9809264305177112,<=>
2325,b0415,PA4053,56.41,156,67,1,1,156,3,157,2.51e-59,179.0,156,1.0,<=>
2327,b0417,PA4051,44.892,323,171,3,4,324,2,319,7.39e-76,233.0,325,0.9938461538461538,<=>
2328,b0418,PA4050,52.597,154,68,2,6,155,3,155,5.13e-47,149.0,172,0.8953488372093024,<=>
2329,b0419,PA1739,51.562,320,142,4,1,314,1,313,1.45e-105,309.0,324,0.9876543209876543,<=>
2336,b0420,PA4044,62.908,612,223,4,9,619,16,624,0.0,784.0,620,0.9870967741935484,<=>
2341,b0421,PA4043,51.89,291,135,3,10,299,9,295,7.36e-76,231.0,299,0.9732441471571907,<=>
2343,b0422,PA4042,50.0,70,35,0,11,80,9,78,2.44e-18,69.3,80,0.875,<=>
2344,b0423,PA5118,52.686,484,226,2,1,482,1,483,0.0,514.0,482,1.004149377593361,<=>
2348,b0425,PA4397,33.443,305,188,7,1,296,1,299,1.16e-45,154.0,303,1.0066006600660067,<=>
2349,b0426,PA4395,48.466,163,80,3,1,163,1,159,2.39e-49,154.0,163,1.0,<=>
2350,b0427,PA4233,53.319,452,204,3,2,449,5,453,6.84e-142,412.0,454,0.9955947136563876,<=>
2359,b0428,PA1321,66.102,295,100,0,1,295,1,295,6.25e-139,391.0,296,0.9966216216216216,<=>
2362,b0429,PA1320,48.113,106,55,0,2,107,3,108,1.25e-24,87.4,109,0.9724770642201835,<=>
2363,b0430,PA1319,66.507,209,65,1,1,204,1,209,1.68e-99,284.0,204,1.0245098039215685,<=>
2366,b0431,PA1318,68.14,656,209,0,1,656,1,656,0.0,951.0,663,0.9894419306184012,<=>
2368,b0432,PA1317,57.807,301,123,4,9,308,9,306,2.69e-125,359.0,315,0.9555555555555556,<=>
2373,b0435,PA0857,47.525,101,47,4,1,101,1,95,7.68e-23,82.4,105,0.9619047619047619,<=>
2374,b0436,PA1800,50.939,426,208,1,1,426,1,425,1.08e-153,440.0,432,0.9861111111111112,<=>
2375,b0437,PA1801,70.192,208,55,1,7,207,3,210,1.72e-106,302.0,207,1.0048309178743962,<=>
2377,b0438,PA1802,77.033,418,94,2,1,417,1,417,0.0,654.0,424,0.9858490566037735,<=>
2383,b0439,PA1803,70.741,769,220,2,9,775,5,770,0.0,1124.0,784,0.9808673469387755,<=>
2387,b0440,PA1804,81.111,90,17,0,1,90,1,90,9.38e-47,142.0,90,1.0,<=>
2392,b0441,PA1805,29.764,635,410,16,1,615,1,619,1.4999999999999998e-67,229.0,623,1.0192616372391654,<=>
2398,b0442,PA3140,34.711,121,65,1,3,123,2,108,3.89e-14,61.2,123,0.983739837398374,<=>
2401,b0443,PA5185,22.222,126,97,1,5,130,18,142,0.000201,36.6,132,0.9545454545454546,<=>
2402,b0444,PA0976,38.393,224,126,5,2,219,4,221,2.51e-44,145.0,231,0.9696969696969697,<=>
2597,b0450,PA5288,78.571,112,24,0,1,112,1,112,3.44e-61,180.0,112,1.0,<=>
2598,b0451,PA5287,51.408,426,190,5,17,427,18,441,4.45e-121,357.0,428,0.9953271028037384,<=>
2600,b0452,PA3942,51.056,284,139,0,1,284,1,284,2.29e-110,318.0,286,0.993006993006993,<=>
2607,b0457,PA2200,28.571,518,334,13,19,511,17,523,5.98e-49,174.0,516,1.003875968992248,<=>
2633,b0462,PA0426,69.943,1048,311,3,1,1048,1,1044,0.0,1514.0,1049,0.9990467111534795,<=>
2646,b0463,PA0425,59.299,371,132,6,8,374,4,359,2.65e-142,407.0,397,0.9345088161209067,<=>
2664,b0464,PA3574,33.673,196,116,3,3,191,2,190,2.38e-30,108.0,215,0.9116279069767442,<=>
2689,b0465,PA5022,39.435,1098,640,9,17,1103,6,1089,0.0,684.0,1120,0.9803571428571428,<=>
2694,b0468,PA1439,41.071,112,66,0,3,114,15,126,5.24e-22,82.0,125,0.896,<=>
2695,b0469,PA1543,46.471,170,91,0,11,180,8,177,1.97e-53,166.0,183,0.9289617486338798,<=>
2700,b0471,PA1533,67.925,106,34,0,4,109,3,108,2.8e-51,154.0,109,0.9724770642201835,<=>
2701,b0472,PA1534,63.819,199,70,2,1,199,1,197,1.35e-89,259.0,201,0.9900497512437811,<=>
2702,b0473,PA1596,61.218,624,238,2,4,623,7,630,0.0,801.0,624,1.0,<=>
2704,b0474,PA3686,63.084,214,78,1,1,213,1,214,1.16e-97,280.0,214,1.0,<=>
2705,b0475,PA4655,37.982,337,178,5,4,315,2,332,2.67e-67,211.0,320,1.053125,<=>
2708,b0478,PA5518,62.342,555,196,4,1,547,1,550,0.0,669.0,558,0.9946236559139785,<=>
2716,b0481,PA3580,54.777,157,69,1,1,157,1,155,1.61e-55,169.0,159,0.9874213836477987,<=>
2720,b0484,PA3920,41.351,844,419,15,5,832,9,792,0.0,546.0,834,1.0119904076738608,<=>
2734,b0487,PA4778,48.485,132,67,1,1,131,1,132,2.49e-40,129.0,135,0.9777777777777777,<=>
2741,b0488,PA5211,37.589,141,84,3,13,152,13,150,5.16e-19,75.9,152,0.9276315789473685,<=>
2844,b0492,PA4061,37.193,285,171,3,6,284,7,289,1.41e-49,163.0,284,1.0035211267605635,<=>
2847,b0493,PA3883,32.584,267,165,5,15,268,3,267,1.3600000000000002e-26,102.0,269,0.9925650557620818,<=>
2888,b0494,PA2856,49.485,194,94,2,14,204,9,201,1.97e-53,167.0,208,0.9326923076923077,<=>
2889,b0495,PA2857,60.0,220,86,1,5,224,4,221,5.17e-87,254.0,228,0.9649122807017544,<=>
2987,b0496,PA2858,34.105,821,498,11,1,791,9,816,4.59e-121,382.0,804,1.021144278606965,<=>
2993,b0503,PA1643,46.832,363,190,3,4,364,2,363,1.98e-107,317.0,364,0.9972527472527473,<=>
3089,b0505,PA1514,53.205,156,71,2,3,156,4,159,2.54e-53,164.0,160,0.975,<=>
3097,b0507,PA1502,74.237,590,152,0,1,590,1,590,0.0,936.0,593,0.9949409780775716,<=>
3107,b0508,PA1501,58.366,257,107,0,1,257,1,257,6.4e-108,310.0,258,0.9961240310077519,<=>
3109,b0509,PA1500,62.543,291,108,1,2,291,3,293,2.34e-131,372.0,292,0.9965753424657534,<=>
3115,b0511,PA0476,31.458,480,312,10,8,479,96,566,3.37e-53,186.0,484,0.9917355371900827,<=>
3125,b0515,PA1140,28.626,262,171,9,11,261,16,272,2.3e-34,122.0,261,1.003831417624521,<=>
3126,b0516,PA0444,31.99,397,262,3,7,400,18,409,9.18e-51,174.0,411,0.9659367396593674,<=>
3127,b0517,PA1252,26.036,338,237,6,1,333,2,331,2.6399999999999998e-28,110.0,349,0.9684813753581661,<=>
3128,b0521,PA5173,51.839,299,138,2,4,296,3,301,1.24e-98,290.0,297,1.0067340067340067,<=>
3129,b0522,PA5425,38.147,367,184,7,3,336,2,358,2.94e-63,203.0,355,1.0338028169014084,<=>
3131,b0523,PA5426,64.596,161,57,0,8,168,3,163,7.49e-72,211.0,169,0.9526627218934911,<=>
3132,b0524,PA1792,47.083,240,127,0,1,240,1,240,4.48e-76,228.0,240,1.0,<=>
3134,b0525,PA1793,67.073,164,54,0,1,164,1,164,1.5199999999999998e-81,236.0,164,1.0,<=>
